Invoice ID,Branch,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Payment,Gross Income
INV1241,C,Member,Male,Health & Beauty,46.47,1.0,13.68,46.47,2024-01-01,Cash,15.76
INV1242,A,Member,Female,Health & Beauty,54.77,2.0,16.35,109.54,2024-04-01,Ewallet ,28.889285714285716
INV1243,A,Normal,Male,Food and beverages ,74.82,1.0,15.48,74.82,2024-01-02, Credit card,34.29
INV1244,A,Member,Male,Fashion accessories,19.59,2.0,16.16,39.18,2024-01-01,Cash,34.01
 INV1245 ,C,Member,Female,Food and beverages ,22.6,3.0,9.28,67.80000000000001,2024-01-01,Ewallet ,30.26
INV1246,C,Member,Male,Fashion accessories,33.73,2.0,16.54,67.46,2024-01-01,Ewallet ,39.96
INV1247,B,Normal,Female,Fashion accessories,33.98,2.0,3.28,67.96,2024-01-02, Credit card,14.22
INV1248,C,Normal,Male,Sports and travel,75.9,2.4655172413793105,11.35,187.13275862068969,2024-04-01, Credit card,37.65
INV1249,A,Normal,Male,Fashion accessories,32.57,4.0,1.11,130.28,2024-04-01,Ewallet ,32.89
 INV1250 ,A,Member,Male,Home and lifestyle,66.98,4.0,7.17,267.92,2024-04-01,Cash,45.32
INV1251,C,Member,Female,Fashion accessories,54.48,3.0,7.96,163.44,2024-03-01,Ewallet ,43.12
INV1252,A,Normal,Male,Fashion accessories,61.6,3.0,8.53,184.8,2024-03-01, Credit card,19.18
INV1253,C,Member,Male,Fashion accessories,85.43,4.0,14.21,341.72,2024-03-01,Cash,17.43
INV1254,B,Member,Male,Health & Beauty,46.39,2.4655172413793105,8.38,114.37534482758622,2024-01-02,Cash,49.17
 INV1255 ,C,Normal,Male,Home and lifestyle,79.38,4.0,9.53,317.52,2024-03-01,Ewallet ,28.73
INV1256,C,Normal,Female,Home and lifestyle,47.98,2.4655172413793105,5.51,118.29551724137932,2024-01-02, Credit card,45.79
INV1257,A,Member,Female,Food and beverages ,41.85,3.0,8.09,125.55000000000001,2024-04-01,Ewallet ,12.37
INV1258,A,Member,Male,Sports and travel,96.28,1.0,5.32,96.28,2024-03-01,Ewallet ,33.93
INV1259,A,Member,Female,Fashion accessories,26.59,3.0,2.39,79.77,2024-03-01,Ewallet ,41.44
 INV1260 ,A,Normal,Male, Electronic accessories ,18.13,3.0,12.47,54.39,2024-01-01,Cash,47.63
INV1261,B,Normal,Male,Sports and travel,79.39,2.0,13.7,158.78,2024-01-02,Cash,20.18
INV1262,A,Normal,Male,Sports and travel,16.14,2.0,12.77,32.28,2024-04-01, Credit card,37.62
INV1263,C,Normal,Female,Home and lifestyle,85.34,2.0,9.81,170.68,2024-01-01, Credit card,29.25
INV1264,A,Member,Female,Sports and travel,49.35,2.0,8.22,98.7,2024-01-01,Ewallet ,7.73
 INV1265 ,A,Normal,Female,Fashion accessories,92.4,2.4655172413793105,17.4,227.8137931034483,2024-04-01,Ewallet ,36.05
INV1266,A,Normal,Female,Fashion accessories,74.94,4.0,10.86,299.76,2024-01-01,Ewallet ,36.05
INV1267,B,Normal,Female,Health & Beauty,64.94,1.0,10.1,64.94,2024-01-02, Credit card,46.88
INV1268,C,Normal,Female,Fashion accessories,95.44,3.0,1.49,286.32,2024-01-02,Cash,27.38
INV1269,B,Normal,Female,Fashion accessories,45.7,2.4655172413793105,7.48,112.6741379310345,2024-03-01,Cash,15.36
 INV1270 ,C,Member,Female,Home and lifestyle,95.87,1.0,8.22,95.87,2024-01-01,Ewallet ,7.01
INV1271,A,Member,Female,Fashion accessories,22.15,2.4655172413793105,8.58,54.61120689655172,2024-03-01,Ewallet ,23.7
INV1272,B,Normal,Male,Health & Beauty,53.54,2.4655172413793105,12.02,132.0037931034483,2024-01-01,Ewallet ,18.59
INV1273,A,Member,Female, Electronic accessories ,34.29,3.0,11.14,102.87,2024-01-02,Ewallet ,39.25
INV1274,A,Normal,Female,Home and lifestyle,58.59,4.0,12.55,234.36,2024-01-02, Credit card,20.94
 INV1275 ,A,Normal,Female, Electronic accessories ,24.58,2.0,15.53,49.16,2024-01-02,Cash,47.71
INV1276,A,Member,Female,Home and lifestyle,85.74,4.0,16.45,342.96,2024-01-01,Ewallet ,48.3
INV1277,B,Member,Female,Food and beverages ,86.18,3.0,14.64,258.54,2024-01-02, Credit card,32.94
INV1278,A,Normal,Female,Sports and travel,95.97,3.0,19.15,287.90999999999997,2024-01-01,Ewallet ,46.79
INV1279,C,Normal,Female,Food and beverages ,23.92,3.0,1.35,71.76,2024-03-01,Ewallet ,39.24
 INV1280 ,A,Normal,Female,Fashion accessories,66.1,1.0,4.72,66.1,2024-01-01,Cash,29.61
INV1281,B,Member,Female, Electronic accessories ,52.68,4.0,1.14,210.72,2024-03-01,Ewallet ,13.11
INV1282,B,Normal,Female,Fashion accessories,40.99,4.0,13.3,163.96,2024-01-01,Cash,28.889285714285716
INV1283,C,Normal,Female,Sports and travel,41.64,2.4655172413793105,18.06,102.66413793103449,2024-03-01,Cash,30.24
INV1284,A,Normal,Male,Home and lifestyle,47.15,2.4655172413793105,5.63,116.24913793103448,2024-01-02,Cash,43.88
 INV1285 ,A,Member,Male,Sports and travel,73.44,2.4655172413793105,18.61,181.06758620689655,2024-03-01, Credit card,28.889285714285716
INV1286,C,Normal,Female,Health & Beauty,63.85,3.0,2.15,191.55,2024-01-02, Credit card,45.4
INV1287,C,Normal,Female,Sports and travel,51.37,4.0,18.75,205.48,2024-01-02,Cash,35.35
INV1288,C,Member,Male,Health & Beauty,16.83,3.0,7.68,50.489999999999995,2024-03-01,Ewallet ,28.889285714285716
INV1289,A,Normal,Female,Sports and travel,17.0,1.0,2.93,17.0,2024-01-01,Cash,49.77
 INV1290 ,C,Normal,Male,Health & Beauty,10.21,2.4655172413793105,10.23,25.17293103448276,2024-01-01,Ewallet ,28.73
INV1291,A,Member,Male, Electronic accessories ,97.09,3.0,5.88,291.27,2024-04-01,Cash,22.63
INV1292,A,Normal,Male,Fashion accessories,10.47,3.0,6.41,31.410000000000004,2024-01-01,Ewallet ,28.889285714285716
INV1293,C,Member,Male,Fashion accessories,19.28,1.0,6.84,19.28,2024-04-01, Credit card,9.9
INV1294,A,Member,Male,Food and beverages ,38.31,2.0,16.26,76.62,2024-01-01,Ewallet ,33.64
 INV1295 ,A,Normal,Female,Fashion accessories,82.67,4.0,11.24,330.68,2024-01-01,Cash,27.42
INV1296,C,Normal,Male,Home and lifestyle,96.59,2.0,6.91,193.18,2024-01-02, Credit card,23.3
INV1297,A,Normal,Female,Sports and travel,81.1,2.4655172413793105,12.6,199.95344827586206,2024-04-01,Ewallet ,47.89
INV1298,C,Normal,Female,Food and beverages ,72.15,3.0,14.61,216.45000000000002,2024-01-01,Ewallet ,28.51
INV1299,C,Member,Male,Home and lifestyle,56.92,1.0,6.18,56.92,2024-04-01,Ewallet ,14.86
